company,source_family,query,item_id,title,date_or_issue,url,snippet_or_hitcount,http_status,classification,retrieved_at
apple,chronicling_america,CA 'Apple Computer' Cupertino 1976-1985,,,,,SKIPPED: hard stop: 5 consecutive failures (host halted),,UNANSWERED,2026-09-25T13:13:34Z
apple,chronicling_america,CA 'Apple II' microcomputer 1977-1985,,,,,SKIPPED: hard stop: 5 consecutive failures (host halted),,UNANSWERED,2026-09-25T13:13:34Z
apple,corporate_print,CP apple annual/shareholder reports 1976-1995,ERIC_ED255362,ERIC ED255362: The CADET Project Modification of the University of Oklahoma Mainframe to Apple Landsat Program for Canad,1984-10-16,https://archive.org/details/ERIC_ED255362,"texts, ['ericarchive', 'usgovernmentmirrors', 'government-documents'], ERIC | GATE-REJECTED from Tier-1: in-window text item, but its own title/creator do not carry a configured corporate name + report-type term (WR-17 false-positive rule). Chase as a lead only.",200,LEAD_ONLY,2026-09-25T13:01:53Z
apple,corporate_print,CP apple annual/shareholder reports 1976-1995,bitsavers_applelisalaTalkReportV01N01198509_31626205,apple :: lisa :: lisaTalkReport :: The LisaTalk Report V01 N01 198509,1985-09-01,https://archive.org/details/bitsavers_applelisalaTalkReportV01N01198509_31626205,"texts, ['bitsavers_unsorted', 'bitsavers'], None | GATE-REJECTED from Tier-1: in-window text item, but its own title/creator do not carry a configured corporate name + report-type term (WR-17 false-positive rule). Chase as a lead only.",200,LEAD_ONLY,2026-09-25T13:01:53Z
apple,corporate_print,CP apple annual/shareholder reports 1976-1995,bitsavers_applelisalaTalkReportWinter1985_10914625,apple :: lisa :: lisaTalkReport :: The LisaTalk Report Winter 1985,1985-01-01,https://archive.org/details/bitsavers_applelisalaTalkReportWinter1985_10914625,"texts, ['bitsavers_apple', 'bitsavers'], None | GATE-REJECTED from Tier-1: in-window text item, but its own title/creator do not carry a configured corporate name + report-type term (WR-17 false-positive rule). Chase as a lead only.",200,LEAD_ONLY,2026-09-25T13:01:53Z
apple,corporate_print,CP apple annual/shareholder reports 1976-1995,bitsavers_applelisalaTalkReportSample198510_12455286,apple :: lisa :: lisaTalkReport :: The LisaTalk Report Sample 198510,1985-10-01,https://archive.org/details/bitsavers_applelisalaTalkReportSample198510_12455286,"texts, ['bitsavers_unsorted', 'bitsavers'], None | GATE-REJECTED from Tier-1: in-window text item, but its own title/creator do not carry a configured corporate name + report-type term (WR-17 false-positive rule). Chase as a lead only.",200,LEAD_ONLY,2026-09-25T13:01:53Z
apple,corporate_print,CP apple annual/shareholder reports 1976-1995,NASA_NTRS_Archive_19840025622,NASA Technical Reports Server (NTRS) 19840025622: Management and Performance of APPLE Battery in High Temperature Enviro,1984-09-01,https://archive.org/details/NASA_NTRS_Archive_19840025622,"texts, ['NASA_NTRS_Archive', 'usgovernmentmirrors', 'government-documents'], NASA Technical Reports Server (NTRS) | GATE-REJECTED from Tier-1: in-window text item, but its own title/creator do not carry a configured corporate name + report-type term (WR-17 false-positive rule). Chase as a lead only.",200,LEAD_ONLY,2026-09-25T13:01:53Z
apple,corporate_print,CP apple annual/shareholder reports 1976-1995,DTIC_ADA1037124,DTIC ADA1037124: National Dam Safety Program. Upper Apple Mountain & Lower Apple Mountain. Dam (Inventory Number VA 1871,1981-03-01,https://archive.org/details/DTIC_ADA1037124,"texts, ['dticarchive', 'usgovernmentmirrors', 'government-documents'], Defense Technical Information Center | GATE-REJECTED from Tier-1: in-window text item, but its own title/creator do not carry a configured corporate name + report-type term (WR-17 false-positive rule). Chase as a lead only.",200,LEAD_ONLY,2026-09-25T13:01:53Z
apple,corporate_print,CP apple annual/shareholder reports 1976-1995,DTIC_ADA1037127,DTIC ADA1037127: National Dam Safety Program. Upper Apple Mountain & Lower Apple Mountain. Dam (Inventory Number VA 1871,1981-03-01,https://archive.org/details/DTIC_ADA1037127,"texts, ['dticarchive', 'usgovernmentmirrors', 'government-documents'], Defense Technical Information Center | GATE-REJECTED from Tier-1: in-window text item, but its own title/creator do not carry a configured corporate name + report-type term (WR-17 false-positive rule). Chase as a lead only.",200,LEAD_ONLY,2026-09-25T13:01:53Z
apple,corporate_print,CP apple annual/shareholder reports 1976-1995,ERIC_ED264091,ERIC ED264091: MATHBOXES: A Program for the Apple II to Teach Children to Solve Basic Word Problems. A Report from the P,1985-09-01,https://archive.org/details/ERIC_ED264091,"texts, ['ericarchive', 'usgovernmentmirrors', 'government-documents'], ERIC | GATE-REJECTED from Tier-1: in-window text item, but its own title/creator do not carry a configured corporate name + report-type term (WR-17 false-positive rule). Chase as a lead only.",200,LEAD_ONLY,2026-09-25T13:01:53Z
apple,corporate_print,CP apple annual/shareholder reports 1976-1995,DTIC_ADA205322,"DTIC ADA205322: Ada Compiler Validation Summary Report: Certificate Number: 880605W1. 09072, Meridian Software Systems, ",1988-06-08,https://archive.org/details/DTIC_ADA205322,"texts, ['dticarchive', 'usgovernmentmirrors', 'government-documents'], Defense Technical Information Center | GATE-REJECTED from Tier-1: in-window text item, but its own title/creator do not carry a configured corporate name + report-type term (WR-17 false-positive rule). Chase as a lead only.",200,LEAD_ONLY,2026-09-25T13:01:53Z
apple,corporate_print,CP apple annual/shareholder reports 1976-1995,DTIC_ADA216652,"DTIC ADA216652: Ada Compiler Validation Summary Report: Meridian Software Systems, Inc., AdaVantage, Version 3.0, Apple ",1989-07-19,https://archive.org/details/DTIC_ADA216652,"texts, ['dticarchive', 'usgovernmentmirrors', 'government-documents'], Defense Technical Information Center | GATE-REJECTED from Tier-1: in-window text item, but its own title/creator do not carry a configured corporate name + report-type term (WR-17 false-positive rule). Chase as a lead only.",200,LEAD_ONLY,2026-09-25T13:01:53Z
apple,corporate_print,CP apple annual/shareholder reports 1976-1995,DTIC_ADA216484,"DTIC ADA216484: Ada Compiler Validation Summary Report: Certificate Number: 890719W1. 10119 Meridian Software Systems, I",1989-07-19,https://archive.org/details/DTIC_ADA216484,"texts, ['dticarchive', 'usgovernmentmirrors', 'government-documents'], Defense Technical Information Center | GATE-REJECTED from Tier-1: in-window text item, but its own title/creator do not carry a configured corporate name + report-type term (WR-17 false-positive rule). Chase as a lead only.",200,LEAD_ONLY,2026-09-25T13:01:53Z
apple,corporate_print,CP apple annual/shareholder reports 1976-1995,DTIC_ADA1037121,DTIC ADA1037121: National Dam Safety Program. Upper Apple Mountain & Lower Apple Mountain. Dam (Inventory Number VA 1871,1981-03-01,https://archive.org/details/DTIC_ADA1037121,"texts, ['dticarchive', 'usgovernmentmirrors', 'government-documents'], Defense Technical Information Center | GATE-REJECTED from Tier-1: in-window text item, but its own title/creator do not carry a configured corporate name + report-type term (WR-17 false-positive rule). Chase as a lead only.",200,LEAD_ONLY,2026-09-25T13:01:53Z
